Index,Potencia,Hour,Date,Month,Year,Day,Day (Spanish),Tecnología
2024-07-30 00:00:00,-76.0,00:00,2024-07-30,July,2024,Tuesday,Martes,Exportación
2024-07-30 01:00:00,-70.45,01:00,2024-07-30,July,2024,Tuesday,Martes,Exportación
2024-07-30 02:00:00,-85.69,02:00,2024-07-30,July,2024,Tuesday,Martes,Exportación
2024-07-30 03:00:00,-95.46,03:00,2024-07-30,July,2024,Tuesday,Martes,Exportación
2024-07-30 04:00:00,-78.12,04:00,2024-07-30,July,2024,Tuesday,Martes,Exportación
2024-07-30 05:00:00,-75.14,05:00,2024-07-30,July,2024,Tuesday,Martes,Exportación
2024-07-30 06:00:00,-50.37,06:00,2024-07-30,July,2024,Tuesday,Martes,Exportación
2024-07-30 07:00:00,-43.65,07:00,2024-07-30,July,2024,Tuesday,Martes,Exportación
2024-07-30 08:00:00,-28.47,08:00,2024-07-30,July,2024,Tuesday,Martes,Exportación
2024-07-30 09:00:00,-29.09,09:00,2024-07-30,July,2024,Tuesday,Martes,Exportación
2024-07-30 10:00:00,-21.35,10:00,2024-07-30,July,2024,Tuesday,Martes,Exportación
2024-07-30 12:00:00,-35.13,12:00,2024-07-30,July,2024,Tuesday,Martes,Exportación
2024-07-30 14:00:00,-16.58,14:00,2024-07-30,July,2024,Tuesday,Martes,Exportación
2024-07-30 16:00:00,-1.49,16:00,2024-07-30,July,2024,Tuesday,Martes,Exportación
2024-07-30 17:00:00,-44.7,17:00,2024-07-30,July,2024,Tuesday,Martes,Exportación
2024-07-30 18:00:00,-38.16,18:00,2024-07-30,July,2024,Tuesday,Martes,Exportación
2024-07-30 19:00:00,-30.25,19:00,2024-07-30,July,2024,Tuesday,Martes,Exportación
2024-07-30 20:00:00,-24.45,20:00,2024-07-30,July,2024,Tuesday,Martes,Exportación
2024-07-30 21:00:00,-45.79,21:00,2024-07-30,July,2024,Tuesday,Martes,Exportación
2024-07-30 22:00:00,-70.14,22:00,2024-07-30,July,2024,Tuesday,Martes,Exportación
2024-07-30 23:00:00,-141.3,23:00,2024-07-30,July,2024,Tuesday,Martes,Exportación
2024-07-31 00:00:00,-165.29,00:00,2024-07-31,July,2024,Wednesday,Miércoles,Exportación
2024-07-31 01:00:00,-174.35,01:00,2024-07-31,July,2024,Wednesday,Miércoles,Exportación
2024-07-31 02:00:00,-124.65,02:00,2024-07-31,July,2024,Wednesday,Miércoles,Exportación
2024-07-31 03:00:00,-129.33,03:00,2024-07-31,July,2024,Wednesday,Miércoles,Exportación
2024-07-31 04:00:00,-88.43,04:00,2024-07-31,July,2024,Wednesday,Miércoles,Exportación
2024-07-31 05:00:00,-72.87,05:00,2024-07-31,July,2024,Wednesday,Miércoles,Exportación
2024-07-31 06:00:00,-32.11,06:00,2024-07-31,July,2024,Wednesday,Miércoles,Exportación
2024-07-31 08:00:00,-42.83,08:00,2024-07-31,July,2024,Wednesday,Miércoles,Exportación
2024-07-31 12:00:00,-0.57,12:00,2024-07-31,July,2024,Wednesday,Miércoles,Exportación
2024-07-31 14:00:00,-1.23,14:00,2024-07-31,July,2024,Wednesday,Miércoles,Exportación
2024-07-31 16:00:00,-13.29,16:00,2024-07-31,July,2024,Wednesday,Miércoles,Exportación
2024-07-31 18:00:00,-46.28,18:00,2024-07-31,July,2024,Wednesday,Miércoles,Exportación
2024-07-31 19:00:00,-30.76,19:00,2024-07-31,July,2024,Wednesday,Miércoles,Exportación
2024-07-31 20:00:00,-33.68,20:00,2024-07-31,July,2024,Wednesday,Miércoles,Exportación
2024-07-31 21:00:00,-42.32,21:00,2024-07-31,July,2024,Wednesday,Miércoles,Exportación
2024-07-31 22:00:00,-137.52,22:00,2024-07-31,July,2024,Wednesday,Miércoles,Exportación
2024-07-31 23:00:00,-136.51,23:00,2024-07-31,July,2024,Wednesday,Miércoles,Exportación
2024-08-01 00:00:00,-84.9,00:00,2024-08-01,August,2024,Thursday,Jueves,Exportación
2024-08-01 01:00:00,-118.16,01:00,2024-08-01,August,2024,Thursday,Jueves,Exportación
2024-08-01 02:00:00,-108.59,02:00,2024-08-01,August,2024,Thursday,Jueves,Exportación
2024-08-01 03:00:00,-99.59,03:00,2024-08-01,August,2024,Thursday,Jueves,Exportación
2024-08-01 04:00:00,-68.61,04:00,2024-08-01,August,2024,Thursday,Jueves,Exportación
2024-08-01 05:00:00,-30.97,05:00,2024-08-01,August,2024,Thursday,Jueves,Exportación
2024-08-01 10:00:00,-19.27,10:00,2024-08-01,August,2024,Thursday,Jueves,Exportación
2024-08-01 17:00:00,-13.56,17:00,2024-08-01,August,2024,Thursday,Jueves,Exportación
2024-08-01 19:00:00,-18.54,19:00,2024-08-01,August,2024,Thursday,Jueves,Exportación
2024-08-01 20:00:00,-16.23,20:00,2024-08-01,August,2024,Thursday,Jueves,Exportación
2024-08-01 21:00:00,-63.17,21:00,2024-08-01,August,2024,Thursday,Jueves,Exportación
2024-08-01 22:00:00,-76.59,22:00,2024-08-01,August,2024,Thursday,Jueves,Exportación
2024-08-01 23:00:00,-114.42,23:00,2024-08-01,August,2024,Thursday,Jueves,Exportación
2024-08-02 00:00:00,-122.14,00:00,2024-08-02,August,2024,Friday,Viernes,Exportación
2024-08-02 01:00:00,-154.64,01:00,2024-08-02,August,2024,Friday,Viernes,Exportación
2024-08-02 02:00:00,-127.28,02:00,2024-08-02,August,2024,Friday,Viernes,Exportación
2024-08-02 03:00:00,-140.36,03:00,2024-08-02,August,2024,Friday,Viernes,Exportación
2024-08-02 04:00:00,-109.63,04:00,2024-08-02,August,2024,Friday,Viernes,Exportación
2024-08-02 05:00:00,-40.84,05:00,2024-08-02,August,2024,Friday,Viernes,Exportación
2024-08-02 07:00:00,-56.51,07:00,2024-08-02,August,2024,Friday,Viernes,Exportación
2024-08-02 08:00:00,-37.2,08:00,2024-08-02,August,2024,Friday,Viernes,Exportación
2024-08-02 10:00:00,-1.42,10:00,2024-08-02,August,2024,Friday,Viernes,Exportación
2024-08-02 11:00:00,2.42,11:00,2024-08-02,August,2024,Friday,Viernes,Exportación
2024-08-02 12:00:00,-20.39,12:00,2024-08-02,August,2024,Friday,Viernes,Exportación
2024-08-02 13:00:00,-31.49,13:00,2024-08-02,August,2024,Friday,Viernes,Exportación
2024-08-02 17:00:00,-72.56,17:00,2024-08-02,August,2024,Friday,Viernes,Exportación
2024-08-02 18:00:00,-27.85,18:00,2024-08-02,August,2024,Friday,Viernes,Exportación
2024-08-02 19:00:00,-49.42,19:00,2024-08-02,August,2024,Friday,Viernes,Exportación
2024-08-02 21:00:00,-114.98,21:00,2024-08-02,August,2024,Friday,Viernes,Exportación
2024-08-02 22:00:00,-159.89,22:00,2024-08-02,August,2024,Friday,Viernes,Exportación
2024-08-02 23:00:00,-136.35,23:00,2024-08-02,August,2024,Friday,Viernes,Exportación
2024-08-03 00:00:00,-223.04,00:00,2024-08-03,August,2024,Saturday,Sábado,Exportación
2024-08-03 01:00:00,-157.05,01:00,2024-08-03,August,2024,Saturday,Sábado,Exportación
2024-08-03 02:00:00,-141.81,02:00,2024-08-03,August,2024,Saturday,Sábado,Exportación
2024-08-03 03:00:00,-179.24,03:00,2024-08-03,August,2024,Saturday,Sábado,Exportación
2024-08-03 04:00:00,-170.9,04:00,2024-08-03,August,2024,Saturday,Sábado,Exportación
2024-08-03 05:00:00,-131.6,05:00,2024-08-03,August,2024,Saturday,Sábado,Exportación
2024-08-03 06:00:00,-47.58,06:00,2024-08-03,August,2024,Saturday,Sábado,Exportación
2024-08-03 07:00:00,-26.43,07:00,2024-08-03,August,2024,Saturday,Sábado,Exportación
2024-08-03 08:00:00,-2.04,08:00,2024-08-03,August,2024,Saturday,Sábado,Exportación
2024-08-03 09:00:00,-4.93,09:00,2024-08-03,August,2024,Saturday,Sábado,Exportación
2024-08-03 11:00:00,-4.68,11:00,2024-08-03,August,2024,Saturday,Sábado,Exportación
2024-08-03 12:00:00,-16.11,12:00,2024-08-03,August,2024,Saturday,Sábado,Exportación
2024-08-03 13:00:00,-29.12,13:00,2024-08-03,August,2024,Saturday,Sábado,Exportación
2024-08-03 15:00:00,-18.76,15:00,2024-08-03,August,2024,Saturday,Sábado,Exportación
2024-08-03 17:00:00,-14.7,17:00,2024-08-03,August,2024,Saturday,Sábado,Exportación
2024-08-03 18:00:00,-33.26,18:00,2024-08-03,August,2024,Saturday,Sábado,Exportación
2024-08-03 19:00:00,-15.97,19:00,2024-08-03,August,2024,Saturday,Sábado,Exportación
2024-08-03 20:00:00,-29.74,20:00,2024-08-03,August,2024,Saturday,Sábado,Exportación
2024-08-03 21:00:00,-105.25,21:00,2024-08-03,August,2024,Saturday,Sábado,Exportación
2024-08-03 22:00:00,-176.22,22:00,2024-08-03,August,2024,Saturday,Sábado,Exportación
2024-08-03 23:00:00,-148.93,23:00,2024-08-03,August,2024,Saturday,Sábado,Exportación
2024-08-04 00:00:00,-148.49,00:00,2024-08-04,August,2024,Sunday,Domingo,Exportación
2024-08-04 01:00:00,-140.75,01:00,2024-08-04,August,2024,Sunday,Domingo,Exportación
2024-08-04 02:00:00,-144.57,02:00,2024-08-04,August,2024,Sunday,Domingo,Exportación
2024-08-04 03:00:00,-159.55,03:00,2024-08-04,August,2024,Sunday,Domingo,Exportación
2024-08-04 04:00:00,-146.39,04:00,2024-08-04,August,2024,Sunday,Domingo,Exportación
2024-08-04 05:00:00,-131.05,05:00,2024-08-04,August,2024,Sunday,Domingo,Exportación
2024-08-04 06:00:00,-73.9,06:00,2024-08-04,August,2024,Sunday,Domingo,Exportación
2024-08-04 07:00:00,-18.91,07:00,2024-08-04,August,2024,Sunday,Domingo,Exportación
2024-08-04 08:00:00,-10.11,08:00,2024-08-04,August,2024,Sunday,Domingo,Exportación
2024-08-04 09:00:00,-53.72,09:00,2024-08-04,August,2024,Sunday,Domingo,Exportación
2024-08-04 10:00:00,-19.23,10:00,2024-08-04,August,2024,Sunday,Domingo,Exportación
2024-08-04 11:00:00,-20.21,11:00,2024-08-04,August,2024,Sunday,Domingo,Exportación
2024-08-04 12:00:00,-45.75,12:00,2024-08-04,August,2024,Sunday,Domingo,Exportación
2024-08-04 14:00:00,-15.8,14:00,2024-08-04,August,2024,Sunday,Domingo,Exportación
2024-08-04 15:00:00,-35.23,15:00,2024-08-04,August,2024,Sunday,Domingo,Exportación
2024-08-04 16:00:00,-14.5,16:00,2024-08-04,August,2024,Sunday,Domingo,Exportación
2024-08-04 17:00:00,-43.85,17:00,2024-08-04,August,2024,Sunday,Domingo,Exportación
2024-08-04 18:00:00,-62.22,18:00,2024-08-04,August,2024,Sunday,Domingo,Exportación
2024-08-04 19:00:00,-47.24,19:00,2024-08-04,August,2024,Sunday,Domingo,Exportación
2024-08-04 20:00:00,-68.42,20:00,2024-08-04,August,2024,Sunday,Domingo,Exportación
2024-08-04 21:00:00,-103.47,21:00,2024-08-04,August,2024,Sunday,Domingo,Exportación
2024-08-04 22:00:00,-146.76,22:00,2024-08-04,August,2024,Sunday,Domingo,Exportación
2024-08-04 23:00:00,-134.47,23:00,2024-08-04,August,2024,Sunday,Domingo,Exportación
2024-08-05 00:00:00,-179.42,00:00,2024-08-05,August,2024,Monday,Lunes,Exportación
2024-08-05 01:00:00,-149.09,01:00,2024-08-05,August,2024,Monday,Lunes,Exportación
2024-08-05 02:00:00,-135.53,02:00,2024-08-05,August,2024,Monday,Lunes,Exportación
2024-08-05 03:00:00,-145.51,03:00,2024-08-05,August,2024,Monday,Lunes,Exportación
2024-08-05 04:00:00,-130.72,04:00,2024-08-05,August,2024,Monday,Lunes,Exportación
2024-08-05 05:00:00,-134.39,05:00,2024-08-05,August,2024,Monday,Lunes,Exportación
2024-08-05 06:00:00,-94.83,06:00,2024-08-05,August,2024,Monday,Lunes,Exportación
2024-08-05 07:00:00,-107.37,07:00,2024-08-05,August,2024,Monday,Lunes,Exportación
2024-08-05 08:00:00,-42.72,08:00,2024-08-05,August,2024,Monday,Lunes,Exportación
2024-08-05 09:00:00,-55.48,09:00,2024-08-05,August,2024,Monday,Lunes,Exportación
2024-08-05 10:00:00,-35.35,10:00,2024-08-05,August,2024,Monday,Lunes,Exportación
2024-08-05 11:00:00,-69.27,11:00,2024-08-05,August,2024,Monday,Lunes,Exportación
2024-08-05 12:00:00,-41.62,12:00,2024-08-05,August,2024,Monday,Lunes,Exportación
2024-08-05 13:00:00,-31.06,13:00,2024-08-05,August,2024,Monday,Lunes,Exportación
2024-08-05 14:00:00,-107.41,14:00,2024-08-05,August,2024,Monday,Lunes,Exportación
2024-08-05 15:00:00,-70.8,15:00,2024-08-05,August,2024,Monday,Lunes,Exportación
2024-08-05 16:00:00,-53.5,16:00,2024-08-05,August,2024,Monday,Lunes,Exportación
2024-08-05 17:00:00,-93.83,17:00,2024-08-05,August,2024,Monday,Lunes,Exportación
2024-08-05 18:00:00,-70.13,18:00,2024-08-05,August,2024,Monday,Lunes,Exportación
2024-08-05 19:00:00,-64.07,19:00,2024-08-05,August,2024,Monday,Lunes,Exportación
2024-08-05 20:00:00,-52.13,20:00,2024-08-05,August,2024,Monday,Lunes,Exportación
2024-08-05 21:00:00,-77.9,21:00,2024-08-05,August,2024,Monday,Lunes,Exportación
2024-08-05 22:00:00,-153.89,22:00,2024-08-05,August,2024,Monday,Lunes,Exportación
2024-08-05 23:00:00,-175.45,23:00,2024-08-05,August,2024,Monday,Lunes,Exportación
2024-08-06 00:00:00,-100.78,00:00,2024-08-06,August,2024,Tuesday,Martes,Exportación
2024-08-06 01:00:00,-84.79,01:00,2024-08-06,August,2024,Tuesday,Martes,Exportación
2024-08-06 02:00:00,-98.16,02:00,2024-08-06,August,2024,Tuesday,Martes,Exportación
2024-08-06 03:00:00,-71.29,03:00,2024-08-06,August,2024,Tuesday,Martes,Exportación
2024-08-06 04:00:00,-101.5,04:00,2024-08-06,August,2024,Tuesday,Martes,Exportación
2024-08-06 05:00:00,-39.55,05:00,2024-08-06,August,2024,Tuesday,Martes,Exportación
2024-08-06 06:00:00,-8.31,06:00,2024-08-06,August,2024,Tuesday,Martes,Exportación
2024-08-06 11:00:00,-3.02,11:00,2024-08-06,August,2024,Tuesday,Martes,Exportación
2024-08-06 13:00:00,-29.06,13:00,2024-08-06,August,2024,Tuesday,Martes,Exportación
2024-08-06 14:00:00,-75.74,14:00,2024-08-06,August,2024,Tuesday,Martes,Exportación
2024-08-06 15:00:00,-20.27,15:00,2024-08-06,August,2024,Tuesday,Martes,Exportación
2024-08-06 16:00:00,-51.11,16:00,2024-08-06,August,2024,Tuesday,Martes,Exportación
2024-08-06 17:00:00,-28.91,17:00,2024-08-06,August,2024,Tuesday,Martes,Exportación
2024-08-06 18:00:00,-29.89,18:00,2024-08-06,August,2024,Tuesday,Martes,Exportación
2024-08-06 19:00:00,-30.05,19:00,2024-08-06,August,2024,Tuesday,Martes,Exportación
2024-08-06 20:00:00,-12.5,20:00,2024-08-06,August,2024,Tuesday,Martes,Exportación
2024-08-06 21:00:00,-65.33,21:00,2024-08-06,August,2024,Tuesday,Martes,Exportación
2024-08-06 22:00:00,-62.53,22:00,2024-08-06,August,2024,Tuesday,Martes,Exportación
2024-08-06 23:00:00,-135.12,23:00,2024-08-06,August,2024,Tuesday,Martes,Exportación
2024-08-07 00:00:00,-97.27,00:00,2024-08-07,August,2024,Wednesday,Miércoles,Exportación
2024-08-07 01:00:00,-179.14,01:00,2024-08-07,August,2024,Wednesday,Miércoles,Exportación
2024-08-07 02:00:00,-108.21,02:00,2024-08-07,August,2024,Wednesday,Miércoles,Exportación
2024-08-07 03:00:00,-131.1,03:00,2024-08-07,August,2024,Wednesday,Miércoles,Exportación
2024-08-07 04:00:00,-166.87,04:00,2024-08-07,August,2024,Wednesday,Miércoles,Exportación
2024-08-07 05:00:00,-89.87,05:00,2024-08-07,August,2024,Wednesday,Miércoles,Exportación
2024-08-07 07:00:00,-11.49,07:00,2024-08-07,August,2024,Wednesday,Miércoles,Exportación
2024-08-07 08:00:00,-0.05,08:00,2024-08-07,August,2024,Wednesday,Miércoles,Exportación
2024-08-07 09:00:00,-31.62,09:00,2024-08-07,August,2024,Wednesday,Miércoles,Exportación
2024-08-07 10:00:00,-18.04,10:00,2024-08-07,August,2024,Wednesday,Miércoles,Exportación
2024-08-07 11:00:00,-44.19,11:00,2024-08-07,August,2024,Wednesday,Miércoles,Exportación
2024-08-07 12:00:00,-43.79,12:00,2024-08-07,August,2024,Wednesday,Miércoles,Exportación
2024-08-07 13:00:00,-38.96,13:00,2024-08-07,August,2024,Wednesday,Miércoles,Exportación
2024-08-07 14:00:00,-2.74,14:00,2024-08-07,August,2024,Wednesday,Miércoles,Exportación
2024-08-07 15:00:00,-7.18,15:00,2024-08-07,August,2024,Wednesday,Miércoles,Exportación
2024-08-07 16:00:00,-20.54,16:00,2024-08-07,August,2024,Wednesday,Miércoles,Exportación
2024-08-07 17:00:00,-42.96,17:00,2024-08-07,August,2024,Wednesday,Miércoles,Exportación
2024-08-07 18:00:00,-39.53,18:00,2024-08-07,August,2024,Wednesday,Miércoles,Exportación
2024-08-07 19:00:00,-43.22,19:00,2024-08-07,August,2024,Wednesday,Miércoles,Exportación
2024-08-07 20:00:00,-47.96,20:00,2024-08-07,August,2024,Wednesday,Miércoles,Exportación
2024-08-07 21:00:00,-100.57,21:00,2024-08-07,August,2024,Wednesday,Miércoles,Exportación
2024-08-07 22:00:00,-107.42,22:00,2024-08-07,August,2024,Wednesday,Miércoles,Exportación
2024-08-07 23:00:00,-146.55,23:00,2024-08-07,August,2024,Wednesday,Miércoles,Exportación
2024-08-08 00:00:00,-103.73,00:00,2024-08-08,August,2024,Thursday,Jueves,Exportación
2024-08-08 01:00:00,-81.16,01:00,2024-08-08,August,2024,Thursday,Jueves,Exportación
2024-08-08 02:00:00,-112.23,02:00,2024-08-08,August,2024,Thursday,Jueves,Exportación
2024-08-08 03:00:00,-66.08,03:00,2024-08-08,August,2024,Thursday,Jueves,Exportación
2024-08-08 04:00:00,-101.63,04:00,2024-08-08,August,2024,Thursday,Jueves,Exportación
2024-08-08 05:00:00,-93.1,05:00,2024-08-08,August,2024,Thursday,Jueves,Exportación
2024-08-08 06:00:00,-26.96,06:00,2024-08-08,August,2024,Thursday,Jueves,Exportación
2024-08-08 08:00:00,-25.89,08:00,2024-08-08,August,2024,Thursday,Jueves,Exportación
2024-08-08 09:00:00,-1.54,09:00,2024-08-08,August,2024,Thursday,Jueves,Exportación
2024-08-08 10:00:00,-4.52,10:00,2024-08-08,August,2024,Thursday,Jueves,Exportación
2024-08-08 11:00:00,-39.77,11:00,2024-08-08,August,2024,Thursday,Jueves,Exportación
2024-08-08 12:00:00,-2.79,12:00,2024-08-08,August,2024,Thursday,Jueves,Exportación
2024-08-08 13:00:00,-25.41,13:00,2024-08-08,August,2024,Thursday,Jueves,Exportación
2024-08-08 15:00:00,-22.97,15:00,2024-08-08,August,2024,Thursday,Jueves,Exportación
2024-08-08 18:00:00,-18.3,18:00,2024-08-08,August,2024,Thursday,Jueves,Exportación
2024-08-08 19:00:00,-19.31,19:00,2024-08-08,August,2024,Thursday,Jueves,Exportación
2024-08-08 21:00:00,-16.75,21:00,2024-08-08,August,2024,Thursday,Jueves,Exportación
2024-08-08 22:00:00,-130.72,22:00,2024-08-08,August,2024,Thursday,Jueves,Exportación
2024-08-08 23:00:00,-121.83,23:00,2024-08-08,August,2024,Thursday,Jueves,Exportación
2024-08-09 00:00:00,-79.69,00:00,2024-08-09,August,2024,Friday,Viernes,Exportación
2024-08-09 01:00:00,-75.79,01:00,2024-08-09,August,2024,Friday,Viernes,Exportación
2024-08-09 02:00:00,-76.07,02:00,2024-08-09,August,2024,Friday,Viernes,Exportación
2024-08-09 03:00:00,-79.6,03:00,2024-08-09,August,2024,Friday,Viernes,Exportación
2024-08-09 04:00:00,-87.28,04:00,2024-08-09,August,2024,Friday,Viernes,Exportación
2024-08-09 05:00:00,-45.53,05:00,2024-08-09,August,2024,Friday,Viernes,Exportación
2024-08-09 07:00:00,-20.98,07:00,2024-08-09,August,2024,Friday,Viernes,Exportación
2024-08-09 09:00:00,-13.97,09:00,2024-08-09,August,2024,Friday,Viernes,Exportación
2024-08-09 10:00:00,-20.38,10:00,2024-08-09,August,2024,Friday,Viernes,Exportación
2024-08-09 11:00:00,-17.54,11:00,2024-08-09,August,2024,Friday,Viernes,Exportación
2024-08-09 12:00:00,-36.8,12:00,2024-08-09,August,2024,Friday,Viernes,Exportación
2024-08-09 13:00:00,-1.21,13:00,2024-08-09,August,2024,Friday,Viernes,Exportación
2024-08-09 14:00:00,-26.86,14:00,2024-08-09,August,2024,Friday,Viernes,Exportación
2024-08-09 16:00:00,-45.81,16:00,2024-08-09,August,2024,Friday,Viernes,Exportación
2024-08-09 17:00:00,-20.99,17:00,2024-08-09,August,2024,Friday,Viernes,Exportación
2024-08-09 18:00:00,-15.96,18:00,2024-08-09,August,2024,Friday,Viernes,Exportación
2024-08-09 20:00:00,-19.57,20:00,2024-08-09,August,2024,Friday,Viernes,Exportación
2024-08-09 21:00:00,-32.15,21:00,2024-08-09,August,2024,Friday,Viernes,Exportación
2024-08-09 22:00:00,-79.6,22:00,2024-08-09,August,2024,Friday,Viernes,Exportación
2024-08-09 23:00:00,-112.07,23:00,2024-08-09,August,2024,Friday,Viernes,Exportación
2024-08-10 00:00:00,-103.1,00:00,2024-08-10,August,2024,Saturday,Sábado,Exportación
2024-08-10 01:00:00,-114.91,01:00,2024-08-10,August,2024,Saturday,Sábado,Exportación
2024-08-10 02:00:00,-119.14,02:00,2024-08-10,August,2024,Saturday,Sábado,Exportación
2024-08-10 03:00:00,-99.32,03:00,2024-08-10,August,2024,Saturday,Sábado,Exportación
2024-08-10 04:00:00,-77.03,04:00,2024-08-10,August,2024,Saturday,Sábado,Exportación
2024-08-10 05:00:00,-46.23,05:00,2024-08-10,August,2024,Saturday,Sábado,Exportación
2024-08-10 06:00:00,-16.91,06:00,2024-08-10,August,2024,Saturday,Sábado,Exportación
2024-08-10 07:00:00,-11.18,07:00,2024-08-10,August,2024,Saturday,Sábado,Exportación
2024-08-10 10:00:00,-8.24,10:00,2024-08-10,August,2024,Saturday,Sábado,Exportación
2024-08-10 11:00:00,-16.55,11:00,2024-08-10,August,2024,Saturday,Sábado,Exportación
2024-08-10 12:00:00,-38.41,12:00,2024-08-10,August,2024,Saturday,Sábado,Exportación
2024-08-10 13:00:00,-1.41,13:00,2024-08-10,August,2024,Saturday,Sábado,Exportación
2024-08-10 14:00:00,-18.86,14:00,2024-08-10,August,2024,Saturday,Sábado,Exportación
2024-08-10 17:00:00,-21.18,17:00,2024-08-10,August,2024,Saturday,Sábado,Exportación
2024-08-10 18:00:00,-22.92,18:00,2024-08-10,August,2024,Saturday,Sábado,Exportación
2024-08-10 19:00:00,-19.12,19:00,2024-08-10,August,2024,Saturday,Sábado,Exportación
2024-08-10 20:00:00,-20.61,20:00,2024-08-10,August,2024,Saturday,Sábado,Exportación
2024-08-10 21:00:00,-38.46,21:00,2024-08-10,August,2024,Saturday,Sábado,Exportación
2024-08-10 22:00:00,-157.34,22:00,2024-08-10,August,2024,Saturday,Sábado,Exportación
2024-08-10 23:00:00,-105.99,23:00,2024-08-10,August,2024,Saturday,Sábado,Exportación
2024-08-11 00:00:00,-91.38,00:00,2024-08-11,August,2024,Sunday,Domingo,Exportación
2024-08-11 01:00:00,-63.69,01:00,2024-08-11,August,2024,Sunday,Domingo,Exportación
2024-08-11 02:00:00,-79.62,02:00,2024-08-11,August,2024,Sunday,Domingo,Exportación
2024-08-11 03:00:00,-94.39,03:00,2024-08-11,August,2024,Sunday,Domingo,Exportación
2024-08-11 04:00:00,-96.28,04:00,2024-08-11,August,2024,Sunday,Domingo,Exportación
2024-08-11 05:00:00,-50.57,05:00,2024-08-11,August,2024,Sunday,Domingo,Exportación
2024-08-11 06:00:00,-26.12,06:00,2024-08-11,August,2024,Sunday,Domingo,Exportación
2024-08-11 07:00:00,-14.91,07:00,2024-08-11,August,2024,Sunday,Domingo,Exportación
2024-08-11 14:00:00,-5.02,14:00,2024-08-11,August,2024,Sunday,Domingo,Exportación
2024-08-11 16:00:00,-39.1,16:00,2024-08-11,August,2024,Sunday,Domingo,Exportación
2024-08-11 17:00:00,-28.54,17:00,2024-08-11,August,2024,Sunday,Domingo,Exportación
2024-08-11 18:00:00,-35.54,18:00,2024-08-11,August,2024,Sunday,Domingo,Exportación
2024-08-11 19:00:00,-50.27,19:00,2024-08-11,August,2024,Sunday,Domingo,Exportación
2024-08-11 20:00:00,-26.82,20:00,2024-08-11,August,2024,Sunday,Domingo,Exportación
2024-08-11 21:00:00,-53.74,21:00,2024-08-11,August,2024,Sunday,Domingo,Exportación
2024-08-11 22:00:00,-116.34,22:00,2024-08-11,August,2024,Sunday,Domingo,Exportación
2024-08-11 23:00:00,-121.98,23:00,2024-08-11,August,2024,Sunday,Domingo,Exportación
2024-08-12 00:00:00,-45.25,00:00,2024-08-12,August,2024,Monday,Lunes,Exportación
2024-08-12 01:00:00,-124.71,01:00,2024-08-12,August,2024,Monday,Lunes,Exportación
2024-08-12 02:00:00,-83.44,02:00,2024-08-12,August,2024,Monday,Lunes,Exportación
2024-08-12 03:00:00,-83.5,03:00,2024-08-12,August,2024,Monday,Lunes,Exportación
2024-08-12 04:00:00,-85.66,04:00,2024-08-12,August,2024,Monday,Lunes,Exportación
2024-08-12 05:00:00,-65.48,05:00,2024-08-12,August,2024,Monday,Lunes,Exportación
2024-08-12 06:00:00,-15.1,06:00,2024-08-12,August,2024,Monday,Lunes,Exportación
2024-08-12 07:00:00,-24.29,07:00,2024-08-12,August,2024,Monday,Lunes,Exportación
2024-08-12 08:00:00,-12.5,08:00,2024-08-12,August,2024,Monday,Lunes,Exportación
2024-08-12 09:00:00,-32.72,09:00,2024-08-12,August,2024,Monday,Lunes,Exportación
2024-08-12 10:00:00,-14.64,10:00,2024-08-12,August,2024,Monday,Lunes,Exportación
2024-08-12 11:00:00,-37.8,11:00,2024-08-12,August,2024,Monday,Lunes,Exportación
2024-08-12 13:00:00,-58.67,13:00,2024-08-12,August,2024,Monday,Lunes,Exportación
2024-08-12 14:00:00,-43.91,14:00,2024-08-12,August,2024,Monday,Lunes,Exportación
2024-08-12 15:00:00,-32.97,15:00,2024-08-12,August,2024,Monday,Lunes,Exportación
2024-08-12 17:00:00,-5.83,17:00,2024-08-12,August,2024,Monday,Lunes,Exportación
2024-08-12 21:00:00,-1.08,21:00,2024-08-12,August,2024,Monday,Lunes,Exportación
2024-08-12 22:00:00,-78.84,22:00,2024-08-12,August,2024,Monday,Lunes,Exportación
2024-08-12 23:00:00,-95.22,23:00,2024-08-12,August,2024,Monday,Lunes,Exportación
2024-08-13 00:00:00,-24.11,00:00,2024-08-13,August,2024,Tuesday,Martes,Exportación
2024-08-13 01:00:00,-58.85,01:00,2024-08-13,August,2024,Tuesday,Martes,Exportación
2024-08-13 02:00:00,-70.85,02:00,2024-08-13,August,2024,Tuesday,Martes,Exportación
2024-08-13 03:00:00,-48.58,03:00,2024-08-13,August,2024,Tuesday,Martes,Exportación
2024-08-13 04:00:00,-52.13,04:00,2024-08-13,August,2024,Tuesday,Martes,Exportación
2024-08-13 05:00:00,-44.08,05:00,2024-08-13,August,2024,Tuesday,Martes,Exportación
2024-08-13 06:00:00,-29.91,06:00,2024-08-13,August,2024,Tuesday,Martes,Exportación
2024-08-13 07:00:00,-9.72,07:00,2024-08-13,August,2024,Tuesday,Martes,Exportación
2024-08-13 08:00:00,-28.23,08:00,2024-08-13,August,2024,Tuesday,Martes,Exportación
2024-08-13 09:00:00,-31.76,09:00,2024-08-13,August,2024,Tuesday,Martes,Exportación
